Phase,tau,R,V,H,L
1.8896976536850907,7.575987970861606,0.9403497922533042,-0.09905228600715502,1.035178086046211,0.7018882897672949
1.8923023240432417,7.5839201369484455,0.9396336512175567,-0.08137159104072073,1.03771668459436,0.7056844743730264
1.894790417833297,7.59149728509719,0.9390834745813885,-0.06373611840633965,1.0401109460235418,0.7106015199422059
1.8971646437194705,7.59872766417294,0.9386852398787813,-0.046336873955304114,1.0423596959161705,0.7165793339598785
1.8994211597020134,7.605599573892773,0.9384248312076119,-0.02939683039635766,1.0444570435769662,0.7235068777871768
1.9015480349560054,7.61207668056689,0.9382868451473924,-0.01317908653512721,1.0463916556309623,0.7312040630194697
1.9033190362193273,7.61747002184584,0.9382524417358064,0.0004313587321009924,1.047966619306014,0.7385050246525462
1.905089320352369,7.622861179202947,0.9382915163938633,0.014063539933662383,1.049504275759361,0.7466260507027546
1.9068719117017636,7.628289816498301,0.9384050485815519,0.027751558458297833,1.0510116786984778,0.7556383316770829
1.9088229868144124,7.634231547970384,0.9386141686291035,0.04261070322622623,1.0526097767986082,0.7664553096306076
1.910910894680773,7.640589984813712,0.93893507063498,0.05827872642595076,1.0542542668513601,0.7791103731415426
1.9131165131004186,7.647306892991391,0.9393811259174764,0.07446628484629333,1.0559108562135353,0.7936441376363419
1.9154287741491878,7.654348566659451,0.9399637913666442,0.09092948912500956,1.0575508150820054,0.8100893791117763
1.9178425932047238,7.661699521298364,0.9406934052056181,0.10745966600639464,1.0591486056569224,0.828465088408219
1.920357883530838,7.669359492764973,0.9415799807393679,0.123879504171154,1.0606803314921827,0.8487748431144044
1.922978975138789,7.677341667514275,0.9426339715578206,0.14004007749932315,1.062122391824299,0.8710057209038109
1.9257142078316987,7.685671443272048,0.9438669668733453,0.15581715967056614,1.0634501483458438,0.8951256918975954
1.928575647635669,7.694385565464731,0.9452923000604805,0.1711068549004118,1.0646365706674539,0.9210785060189415
1.931578935443642,7.703531666285079,0.9469255815404073,0.18582102908208997,1.065650871221648,0.9487757478427686
1.9347432866466356,7.713168263569142,0.9487851841813032,0.19988297033382982,1.0664571433573846,0.9780860755838341
1.9380916572950644,7.723365266817757,0.9508927153599845,0.21322351137581833,1.0670130145189178,1.0088218563300664
1.9416510926127803,7.73420503854823,0.953273510762152,0.2257776767535388,1.0672683335862279,1.0407236208747797
1.9454532838662533,7.745784090162994,0.9559571875347372,0.23748181597275703,1.06716392855507,1.0734431073455544
1.949535382965899,7.758215562706151,0.9589783045145532,0.24827113207454912,1.066630491503488,1.1065261988027757
1.9539411655865044,7.771632768987088,0.96237720123718,0.2580774811295738,1.0655876604041106,1.1393977625366045
1.9587226989900373,7.786194272705938,0.9662011308247769,0.26682726202284635,1.0639433545895949,1.171351111871959
1.9639427591077336,7.8020912493453345,0.9705058611023518,0.27443909266302274,1.0615933685496033,1.2015451878080137
1.9696783037053682,7.819558063218554,0.9753579410050862,0.28082073042877814,1.0584211719271137,1.2290120534929068
1.9760251004005587,7.838886361461021,0.9808375749690074,0.2858643672602004,1.0542980566175808,1.2526755638370144
1.9831021888183142,7.8604386629126095,0.9870406302209463,0.28943947196340736,1.0490852438894718,1.2713807234775454
1.9910494354493524,7.884640911774236,0.9940731948308962,0.2913850886819986,1.0426453605382933,1.2839420816141147
2.0,7.911898627655456,1.0020218352495476,0.2915157939503905,1.0348831963479328,1.2892675933016173
